order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,first_name,last_name,phone_x,email_x,street_x,city_x,state_x,zip_code_x,item_id,product_id,quantity,list_price_x,discount,product_name,brand_id,category_id,model_year,list_price_y,category_name,store_name,phone_y,email_y,street_y,city_y,state_y,zip_code_y,total_price
457,1349,4,2016-09-24,2016-09-27,2016-09-27,1,3,Kami,Rios,,kami.rios@yahoo.com,8400 8th Dr. ,Encino,CA,91316,4,17,1,429.0,0.2,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,Cruisers Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,343.20000000000005
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6,Andy,O'neill,,andy.o'neill@msn.com,9544 Mulberry Drive ,Rego Park,NY,11374,1,2,1,749.99,0.2,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,Mountain Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,599.9920000000001
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6,Andy,O'neill,,andy.o'neill@msn.com,9544 Mulberry Drive ,Rego Park,NY,11374,2,21,2,269.99,0.07,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,269.99,Children Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,502.1814
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6,Andy,O'neill,,andy.o'neill@msn.com,9544 Mulberry Drive ,Rego Park,NY,11374,3,11,1,1680.99,0.1,Surly Straggler 650b - 2016,8,4,2016,1680.99,Cyclocross Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,1512.891
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6,Andy,O'neill,,andy.o'neill@msn.com,9544 Mulberry Drive ,Rego Park,NY,11374,4,24,1,549.99,0.2,Electra Townie Original 21D - 2016,1,2,2016,549.99,Comfort Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,439.992
458,197,4,2016-09-25,2016-09-28,2016-09-26,2,6,Andy,O'neill,,andy.o'neill@msn.com,9544 Mulberry Drive ,Rego Park,NY,11374,5,3,2,999.99,0.2,Surly Wednesday Frameset - 2016,8,6,2016,999.99,Mountain Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,1599.9840000000002
459,874,4,2016-09-25,2016-09-28,2016-09-26,2,6,Mila,Good,,mila.good@yahoo.com,812 East Longbranch Ave. ,Plattsburgh,NY,12901,1,11,1,1680.99,0.2,Surly Straggler 650b - 2016,8,4,2016,1680.99,Cyclocross Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,1344.7920000000001
460,691,4,2016-09-25,2016-09-27,2016-09-26,3,8,Ladawn,Downs,(281) 165-2090,ladawn.downs@yahoo.com,7452 S. Airport Court ,Houston,TX,77016,1,19,1,449.0,0.05,Pure Cycles William 3-Speed - 2016,4,3,2016,449.0,Cruisers Bicycles,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,426.54999999999995
460,691,4,2016-09-25,2016-09-27,2016-09-26,3,8,Ladawn,Downs,(281) 165-2090,ladawn.downs@yahoo.com,7452 S. Airport Court ,Houston,TX,77016,2,18,2,449.0,0.07,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,449.0,Cruisers Bicycles,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,835.14
460,691,4,2016-09-25,2016-09-27,2016-09-26,3,8,Ladawn,Downs,(281) 165-2090,ladawn.downs@yahoo.com,7452 S. Airport Court ,Houston,TX,77016,3,4,1,2899.99,0.2,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,Mountain Bikes,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,2319.9919999999997
460,691,4,2016-09-25,2016-09-27,2016-09-26,3,8,Ladawn,Downs,(281) 165-2090,ladawn.downs@yahoo.com,7452 S. Airport Court ,Houston,TX,77016,4,22,2,269.99,0.1,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,Children Bicycles,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,485.982
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,Brittney,Rojas,,brittney.rojas@aol.com,2 E. Overlook Ave. ,Kingston,NY,12401,1,16,1,599.99,0.07,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,557.9907
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,Brittney,Rojas,,brittney.rojas@aol.com,2 E. Overlook Ave. ,Kingston,NY,12401,2,4,1,2899.99,0.2,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,Mountain Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,2319.9919999999997
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,Brittney,Rojas,,brittney.rojas@aol.com,2 E. Overlook Ave. ,Kingston,NY,12401,3,8,2,1799.99,0.05,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,Mountain Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,3419.9809999999998
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,Brittney,Rojas,,brittney.rojas@aol.com,2 E. Overlook Ave. ,Kingston,NY,12401,4,24,1,549.99,0.1,Electra Townie Original 21D - 2016,1,2,2016,549.99,Comfort Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,494.99100000000004
461,853,4,2016-09-26,2016-09-27,2016-09-27,2,7,Brittney,Rojas,,brittney.rojas@aol.com,2 E. Overlook Ave. ,Kingston,NY,12401,5,18,2,449.0,0.1,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,449.0,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,808.2
462,852,4,2016-09-27,2016-09-28,2016-09-29,2,6,Lezlie,Thompson,,lezlie.thompson@yahoo.com,73 Vernon St. ,Freeport,NY,11520,1,12,2,549.99,0.1,Electra Townie Original 21D - 2016,1,3,2016,549.99,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,989.9820000000001
463,964,4,2016-09-27,2016-09-28,2016-09-28,3,8,Brent,Calderon,(361) 981-8725,brent.calderon@aol.com,3 Thomas St. ,Corpus Christi,TX,78418,1,13,2,269.99,0.07,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,Cruisers Bicycles,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,502.1814
464,74,4,2016-09-28,2016-09-30,2016-09-29,2,7,Georgeann,Waller,,georgeann.waller@yahoo.com,9797 Bald Hill Ave. ,North Tonawanda,NY,14120,1,7,1,3999.99,0.1,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,Mountain Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,3599.991
465,1198,4,2016-09-28,2016-10-01,2016-10-01,2,6,Cheryll,Snyder,,cheryll.snyder@yahoo.com,77 E. Liberty St. ,Brooklyn,NY,11201,1,6,2,469.99,0.1,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,Mountain Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,845.9820000000001
465,1198,4,2016-09-28,2016-10-01,2016-10-01,2,6,Cheryll,Snyder,,cheryll.snyder@yahoo.com,77 E. Liberty St. ,Brooklyn,NY,11201,2,25,2,499.99,0.1,Electra Townie Original 7D - 2015/2016,1,2,2016,499.99,Comfort Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,899.9820000000001
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,Ernest,Rollins,,ernest.rollins@yahoo.com,4 West Ridge Dr. ,Oakland Gardens,NY,11364,1,19,2,449.0,0.2,Pure Cycles William 3-Speed - 2016,4,3,2016,449.0,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,718.4000000000001
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,Ernest,Rollins,,ernest.rollins@yahoo.com,4 West Ridge Dr. ,Oakland Gardens,NY,11364,2,6,1,469.99,0.2,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,Mountain Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,375.992
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,Ernest,Rollins,,ernest.rollins@yahoo.com,4 West Ridge Dr. ,Oakland Gardens,NY,11364,3,7,2,3999.99,0.05,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,Mountain Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,7599.980999999999
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,Ernest,Rollins,,ernest.rollins@yahoo.com,4 West Ridge Dr. ,Oakland Gardens,NY,11364,4,15,1,529.99,0.1,Electra Moto 1 - 2016,1,3,2016,529.99,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,476.99100000000004
466,1440,4,2016-09-28,2016-09-29,2016-10-01,2,7,Ernest,Rollins,,ernest.rollins@yahoo.com,4 West Ridge Dr. ,Oakland Gardens,NY,11364,5,5,1,1320.99,0.1,Heller Shagamaw Frame - 2016,3,6,2016,1320.99,Mountain Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,1188.891
467,555,4,2016-09-28,2016-09-30,2016-09-30,3,8,Marry,Benjamin,,marry.benjamin@yahoo.com,33 Amerige Street ,Forney,TX,75126,1,19,1,449.0,0.07,Pure Cycles William 3-Speed - 2016,4,3,2016,449.0,Cruisers Bicycles,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,417.57
467,555,4,2016-09-28,2016-09-30,2016-09-30,3,8,Marry,Benjamin,,marry.benjamin@yahoo.com,33 Amerige Street ,Forney,TX,75126,2,10,1,1549.0,0.07,Surly Straggler - 2016,8,4,2016,1549.0,Cyclocross Bicycles,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,1440.57
467,555,4,2016-09-28,2016-09-30,2016-09-30,3,8,Marry,Benjamin,,marry.benjamin@yahoo.com,33 Amerige Street ,Forney,TX,75126,3,22,2,269.99,0.1,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,Children Bicycles,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,485.982
467,555,4,2016-09-28,2016-09-30,2016-09-30,3,8,Marry,Benjamin,,marry.benjamin@yahoo.com,33 Amerige Street ,Forney,TX,75126,4,17,2,429.0,0.07,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,Cruisers Bicycles,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,797.9399999999999
467,555,4,2016-09-28,2016-09-30,2016-09-30,3,8,Marry,Benjamin,,marry.benjamin@yahoo.com,33 Amerige Street ,Forney,TX,75126,5,11,1,1680.99,0.1,Surly Straggler 650b - 2016,8,4,2016,1680.99,Cyclocross Bicycles,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,1512.891
468,1261,4,2016-09-29,2016-10-02,2016-09-30,1,3,Adelaida,Hancock,,adelaida.hancock@aol.com,669 S. Gartner Street ,San Pablo,CA,94806,1,19,1,449.0,0.1,Pure Cycles William 3-Speed - 2016,4,3,2016,449.0,Cruisers Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,404.1
468,1261,4,2016-09-29,2016-10-02,2016-09-30,1,3,Adelaida,Hancock,,adelaida.hancock@aol.com,669 S. Gartner Street ,San Pablo,CA,94806,2,9,2,2999.99,0.05,Trek Conduit+ - 2016,9,5,2016,2999.99,Electric Bikes,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,5699.981
468,1261,4,2016-09-29,2016-10-02,2016-09-30,1,3,Adelaida,Hancock,,adelaida.hancock@aol.com,669 S. Gartner Street ,San Pablo,CA,94806,3,10,2,1549.0,0.05,Surly Straggler - 2016,8,4,2016,1549.0,Cyclocross Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,2943.1
468,1261,4,2016-09-29,2016-10-02,2016-09-30,1,3,Adelaida,Hancock,,adelaida.hancock@aol.com,669 S. Gartner Street ,San Pablo,CA,94806,4,25,1,499.99,0.1,Electra Townie Original 7D - 2015/2016,1,2,2016,499.99,Comfort Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,449.99100000000004
469,1089,4,2016-09-29,2016-10-02,2016-10-02,2,7,Chere,Mcfadden,,chere.mcfadden@yahoo.com,695 San Pablo Drive ,Orchard Park,NY,14127,1,8,2,1799.99,0.1,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,Mountain Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,3239.982
469,1089,4,2016-09-29,2016-10-02,2016-10-02,2,7,Chere,Mcfadden,,chere.mcfadden@yahoo.com,695 San Pablo Drive ,Orchard Park,NY,14127,2,4,1,2899.99,0.07,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,Mountain Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,2696.9907
469,1089,4,2016-09-29,2016-10-02,2016-10-02,2,7,Chere,Mcfadden,,chere.mcfadden@yahoo.com,695 San Pablo Drive ,Orchard Park,NY,14127,3,15,2,529.99,0.2,Electra Moto 1 - 2016,1,3,2016,529.99,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,847.984
470,641,4,2016-09-30,2016-10-02,2016-10-02,1,3,Derrick,Marks,,derrick.marks@yahoo.com,7247 East Prairie Lane ,Glendora,CA,91740,1,18,1,449.0,0.05,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,449.0,Cruisers Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,426.54999999999995
470,641,4,2016-09-30,2016-10-02,2016-10-02,1,3,Derrick,Marks,,derrick.marks@yahoo.com,7247 East Prairie Lane ,Glendora,CA,91740,2,13,1,269.99,0.05,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,Cruisers Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,256.4905
470,641,4,2016-09-30,2016-10-02,2016-10-02,1,3,Derrick,Marks,,derrick.marks@yahoo.com,7247 East Prairie Lane ,Glendora,CA,91740,3,8,2,1799.99,0.2,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,Mountain Bikes,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,2879.9840000000004
471,697,4,2016-09-30,2016-10-02,2016-10-01,1,3,Alane,Mccarty,(619) 377-8586,alane.mccarty@hotmail.com,8254 Hilldale Street ,San Diego,CA,92111,1,14,1,269.99,0.2,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,Cruisers Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,215.99200000000002
471,697,4,2016-09-30,2016-10-02,2016-10-01,1,3,Alane,Mccarty,(619) 377-8586,alane.mccarty@hotmail.com,8254 Hilldale Street ,San Diego,CA,92111,2,13,2,269.99,0.05,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,Cruisers Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,512.981
472,468,4,2016-09-30,2016-10-01,2016-10-01,2,7,Jeanett,Herman,,jeanett.herman@hotmail.com,839 East Arch Street ,Lindenhurst,NY,11757,1,15,1,529.99,0.1,Electra Moto 1 - 2016,1,3,2016,529.99,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,476.99100000000004
472,468,4,2016-09-30,2016-10-01,2016-10-01,2,7,Jeanett,Herman,,jeanett.herman@hotmail.com,839 East Arch Street ,Lindenhurst,NY,11757,2,21,2,269.99,0.1,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,269.99,Children Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,485.982
473,549,4,2016-09-30,2016-10-02,2016-10-03,2,7,Elmo,Arnold,(562) 841-9339,elmo.arnold@aol.com,7616 Lyme Rd. ,Long Beach,NY,11561,1,26,1,599.99,0.07,Electra Townie Original 7D EQ - 2016,1,2,2016,599.99,Comfort Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,557.9907
474,553,4,2016-10-01,2016-10-04,2016-10-04,1,3,Rory,Cooper,,rory.cooper@gmail.com,459 West Street ,Rocklin,CA,95677,1,19,2,449.0,0.05,Pure Cycles William 3-Speed - 2016,4,3,2016,449.0,Cruisers Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,853.0999999999999
474,553,4,2016-10-01,2016-10-04,2016-10-04,1,3,Rory,Cooper,,rory.cooper@gmail.com,459 West Street ,Rocklin,CA,95677,2,11,1,1680.99,0.2,Surly Straggler 650b - 2016,8,4,2016,1680.99,Cyclocross Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,1344.7920000000001
475,241,4,2016-10-01,2016-10-04,2016-10-03,2,7,Manie,Sanchez,,manie.sanchez@hotmail.com,471 Illinois Ave. ,Queensbury,NY,12804,1,17,2,429.0,0.07,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,797.9399999999999
475,241,4,2016-10-01,2016-10-04,2016-10-03,2,7,Manie,Sanchez,,manie.sanchez@hotmail.com,471 Illinois Ave. ,Queensbury,NY,12804,2,26,2,599.99,0.2,Electra Townie Original 7D EQ - 2016,1,2,2016,599.99,Comfort Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,959.984
475,241,4,2016-10-01,2016-10-04,2016-10-03,2,7,Manie,Sanchez,,manie.sanchez@hotmail.com,471 Illinois Ave. ,Queensbury,NY,12804,3,25,1,499.99,0.2,Electra Townie Original 7D - 2015/2016,1,2,2016,499.99,Comfort Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,399.992
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,Basilia,Thornton,(631) 592-9548,basilia.thornton@hotmail.com,9033 Pine Dr. ,Brentwood,NY,11717,1,22,2,269.99,0.07,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,Children Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,502.1814
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,Basilia,Thornton,(631) 592-9548,basilia.thornton@hotmail.com,9033 Pine Dr. ,Brentwood,NY,11717,2,4,2,2899.99,0.2,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,Mountain Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,4639.9839999999995
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,Basilia,Thornton,(631) 592-9548,basilia.thornton@hotmail.com,9033 Pine Dr. ,Brentwood,NY,11717,3,11,2,1680.99,0.07,Surly Straggler 650b - 2016,8,4,2016,1680.99,Cyclocross Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,3126.6414
476,559,4,2016-10-01,2016-10-04,2016-10-02,2,6,Basilia,Thornton,(631) 592-9548,basilia.thornton@hotmail.com,9033 Pine Dr. ,Brentwood,NY,11717,4,20,2,599.99,0.05,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,1139.981
477,449,4,2016-10-02,2016-10-05,2016-10-04,1,2,Josie,Schultz,,josie.schultz@hotmail.com,225 Mammoth Street ,Canyon Country,CA,91387,1,6,1,469.99,0.1,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,Mountain Bikes,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,422.99100000000004
477,449,4,2016-10-02,2016-10-05,2016-10-04,1,2,Josie,Schultz,,josie.schultz@hotmail.com,225 Mammoth Street ,Canyon Country,CA,91387,2,10,1,1549.0,0.05,Surly Straggler - 2016,8,4,2016,1549.0,Cyclocross Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,1471.55
478,304,4,2016-10-02,2016-10-05,2016-10-03,2,7,Jayme,Zamora,,jayme.zamora@gmail.com,2 Ridge Lane ,Springfield Gardens,NY,11413,1,21,2,269.99,0.07,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,269.99,Children Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,502.1814
479,984,4,2016-10-03,2016-10-04,2016-10-04,2,6,Ivette,Warren,,ivette.warren@gmail.com,8408 Thomas Street ,Franklin Square,NY,11010,1,26,1,599.99,0.07,Electra Townie Original 7D EQ - 2016,1,2,2016,599.99,Comfort Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,557.9907
479,984,4,2016-10-03,2016-10-04,2016-10-04,2,6,Ivette,Warren,,ivette.warren@gmail.com,8408 Thomas Street ,Franklin Square,NY,11010,2,12,1,549.99,0.05,Electra Townie Original 21D - 2016,1,3,2016,549.99,Cruisers Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,522.4905
479,984,4,2016-10-03,2016-10-04,2016-10-04,2,6,Ivette,Warren,,ivette.warren@gmail.com,8408 Thomas Street ,Franklin Square,NY,11010,3,21,1,269.99,0.2,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,269.99,Children Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,215.99200000000002
479,984,4,2016-10-03,2016-10-04,2016-10-04,2,6,Ivette,Warren,,ivette.warren@gmail.com,8408 Thomas Street ,Franklin Square,NY,11010,4,7,1,3999.99,0.05,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,Mountain Bikes,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,3799.9904999999994
479,984,4,2016-10-03,2016-10-04,2016-10-04,2,6,Ivette,Warren,,ivette.warren@gmail.com,8408 Thomas Street ,Franklin Square,NY,11010,5,10,1,1549.0,0.2,Surly Straggler - 2016,8,4,2016,1549.0,Cyclocross Bicycles,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,1239.2
480,686,4,2016-10-04,2016-10-07,2016-10-05,1,3,Darcel,Harmon,,darcel.harmon@msn.com,966 Hickory Street ,Santa Clara,CA,95050,1,4,1,2899.99,0.05,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,Mountain Bikes,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,2754.9905
480,686,4,2016-10-04,2016-10-07,2016-10-05,1,3,Darcel,Harmon,,darcel.harmon@msn.com,966 Hickory Street ,Santa Clara,CA,95050,2,15,1,529.99,0.05,Electra Moto 1 - 2016,1,3,2016,529.99,Cruisers Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,503.4905
480,686,4,2016-10-04,2016-10-07,2016-10-05,1,3,Darcel,Harmon,,darcel.harmon@msn.com,966 Hickory Street ,Santa Clara,CA,95050,3,23,2,299.99,0.07,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,Children Bicycles,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,557.9814
481,481,4,2016-10-04,2016-10-07,2016-10-06,3,9,Jayson,Rutledge,,jayson.rutledge@yahoo.com,8672 Coffee St. ,Lake Jackson,TX,77566,1,13,2,269.99,0.2,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,Cruisers Bicycles,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,431.98400000000004
481,481,4,2016-10-04,2016-10-07,2016-10-06,3,9,Jayson,Rutledge,,jayson.rutledge@yahoo.com,8672 Coffee St. ,Lake Jackson,TX,77566,2,16,2,599.99,0.07,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,Cruisers Bicycles,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,1115.9814
481,481,4,2016-10-04,2016-10-07,2016-10-06,3,9,Jayson,Rutledge,,jayson.rutledge@yahoo.com,8672 Coffee St. ,Lake Jackson,TX,77566,3,9,2,2999.99,0.1,Trek Conduit+ - 2016,9,5,2016,2999.99,Electric Bikes,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088,5399.982
